2	16000
3	6300
4	4600
5	10600
6	8900
7	6300
8	20800
9	11300
10	12100
11	38000
12	13600
13	16500
14	13700
15	12700
16	15100
17	14900
18	16200
19	15600
20	14100
21	39500
22	15600
23	20300
24	19100
25	18400
26	20500
27	19900
28	99400
29	24500
30	27200
31	25500
32	55200
33	24500
34	23700
35	21500
36	21500
37	26100
38	31700
39	22500
40	23700
41	20100
42	22700
43	18100
44	17900
45	20200
46	18700
47	21800
48	86000
49	41000
50	37900
51	37400
52	34700
53	30700
54	31500
55	35200
56	34300
57	36800
58	31400
59	32000
60	35500
61	46600
62	38300
63	33800
64	46400
65	2458600
66	15800
67	15600
68	17100
69	13900
70	15100
71	14300
72	18100
73	24100
74	15000
75	17200
76	15200
77	17800
78	16700
79	18600
80	16000
81	22600
82	16400
83	19900
84	16400
85	20200
86	16600
87	20200
88	17100
89	16900
90	19900
91	18600
92	20700
93	19400
94	20900
95	74200
96	60900
97	56900
98	58000
99	56700
100	56700
101	69900
102	61500
103	56900
104	60600
105	65600
106	65800
107	64900
108	42000
109	79500
110	41700
111	51500
112	39300
113	38600
114	45200
115	50600
116	48400
117	44900
118	47600
119	42300
120	56700
121	46400
122	54600
123	62000
124	29500
125	30300
126	30300
127	27600
128	29900
129	29700
130	27600
131	35900
132	36500
133	27300
134	29900
135	32000
136	30300
137	28900
138	31500
139	45000
140	32300
141	32100
142	31400
143	31200
144	31000
145	32500
146	33100
147	31300
148	34000
149	30900
150	34100
151	33700
152	34100
153	35800
154	31300
155	33900
156	33900
157	32100
158	36300
159	40800
160	34600
161	35500
162	39200
163	36800
164	35300
165	37600
166	45300
167	37000
168	36700
169	37500
170	36900
171	39600
172	39000
173	38700
174	37400
175	31100
176	34500
177	40400
178	40400
179	42200
180	35800
181	37900
182	42700
183	38500
184	43300
185	40500
186	50200
187	47000
188	37100
189	42500
190	46200
191	39500
192	41800
193	43400
194	40300
195	47800
196	44000
197	43900
198	50200
199	41300
200	50000
201	42600
202	43400
203	46200
204	44600
205	51000
206	45300
207	45200
208	46400
209	57400
210	50200
211	51800
212	50000
213	53700
214	51300
215	48800
216	46100
217	50600
218	50200
219	50600
220	48300
221	48800
222	50600
223	49200
224	52000
225	49400
226	48200
227	50700
228	44200
229	57200
230	50900
231	48800
232	50100
233	49900
234	55500
235	51500
236	50800
237	54200
238	47700
239	59600
240	51000
241	70800
242	57900
243	55700
244	55700
245	57400
246	55800
247	57300
248	72200
249	59000
250	56900
251	58700
252	57900
253	56200
254	61100
255	58700
256	59800
257	69100
258	63600
259	56300
260	79700
261	58700
262	66200
263	59100
264	59200
265	63500
266	66500
267	64500
268	62700
269	60000
270	67500
271	62800
272	64400
273	69600
274	66000
275	79700
276	53800
277	57700
278	52100
279	58100
280	58000
281	70500
282	59300
283	54600
284	56700
285	57200
286	57000
287	59100
288	60000
289	57600
290	54400
291	58600
292	61800
293	58000
294	58400
295	60900
296	59800
297	61500
298	560400
299	67900
300	62300
301	67500
302	69700
303	68000
304	68400
305	62500
306	58100
307	60200
308	63400
309	61300
310	68200
311	67600
312	69400
313	71500
314	69700
315	69200
316	66800
317	68400
318	69700
319	68500
320	69200
321	69600
322	95600
323	73000
324	73000
325	73900
326	74600
327	69200
328	72000
329	79900
330	72900
331	65000
332	63700
333	69400
334	67700
335	83300
336	76000
337	80700
338	80300
339	74300
340	63500
341	67300
342	904700
343	68700
344	69100
345	68400
346	76600
347	80900
348	65400
349	70200
350	67300
351	121800
352	65900
353	70900
354	67800
355	66000
356	68500
357	148500
358	71300
359	67800
360	115700
361	62700
362	58600
363	61300
364	58300
365	63400
366	65000
367	66400
368	71300
369	72800
370	73600
371	75700
372	69300
373	73300
374	76400
375	75700
376	74500
377	80800
378	73900
379	73400
380	72100
381	72200
382	70400
383	73000
384	80900
385	76600
386	75300
387	75200
388	80200
389	77400
390	76000
391	75100
392	78600
393	74300
394	71600
395	92300
396	80800
397	84200
398	80800
399	77700
400	80300
401	100600
402	96400
403	82400
404	482700
405	81100
406	246800
407	89400
408	84900
409	82100
410	85400
411	82900
412	86000
413	139300
414	83300
415	82700
416	117600
417	76600
418	86800
419	80900
420	88500
421	89900
422	76800
423	76000
424	75600
425	180500
426	108300
427	102900
428	91000
429	84600
430	86100
431	85500
432	85500
433	84400
434	90500
435	81200
436	80700
437	111100
438	130200
439	99700
440	101100
441	117900
442	92200
443	88500
444	89100
445	85500
446	86800
447	87200
448	86800
449	89400
450	78700
451	89400
452	86200
453	99700
454	92400
455	87400
456	89900
457	92100
458	99800
459	87800
460	89000
461	90600
462	89600
463	91800
464	93300
465	90300
466	94900
467	93200
468	95100
